CHAMADO;ID_JIRA;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-418;1873322;PB;Princesa Isabel - PB;Prefeitura Municipal;SP Consig;Inativo;25/01/2023;29/08/2024
CON-417;1873321;PB;Cachoeira dos Índios;Prefeitura Municipal;SP Consig;Inativo;10/01/2023;10/01/2025
CON-416;1873315;PB;Riachão Bacamarte;Prefeitura Municipal;SP Consig;Inativo;24/09/2022;24/09/2024
CON-415;1873313;PE;Venturosa - PE;Prefeitura Municipal;SP Consig;Ativo;12/12/2022;12/12/2027
CON-414;1873312;PE;Itambé - PE;Instituto de Previdência;SP Consig;Ativo;07/11/2023;07/11/2027
CON-413;1873311;PE;Itambé - PE;Prefeitura Municipal;SP Consig;Ativo;07/11/2023;07/11/2028
CON-412;1873307;RN;Fundo de Previdência de Vera Cruz - RN;Instituto de Previdência;SP Consig;Ativo;13/12/2022;13/12/2027
CON-411;1873304;RN;Triunfo Potiguar;Prefeitura Municipal;SP Consig;Ativo;27/12/2022;27/12/2027
CON-410;1873303;RN;Carnaubais;Prefeitura Municipal;SP Consig;Iniciando Renovação;10/08/2022;10/08/2025
CON-409;1873269;GO;Abadia de Goiás;Prefeitura Municipal;Digital Consig;Inativo;03/02/2023;03/02/2025
CON-408;1873268;MT;Poxoreo;Prefeitura Municipal;Digital Consig;Iniciando Renovação;18/08/2022;18/08/2025
CON-407;1873265;MT;Marcelândia ;Prefeitura Municipal;Digital Consig;Ativo;03/04/2023;03/04/2028
CON-406;1873264;GO;Aloandia;Prefeitura Municipal;Digital Consig;Inativo;03/12/2022;03/12/2024
CON-405;1873262;MT;Colniza;Prefeitura Municipal;Digital Consig;Inativo;26/08/2022;26/08/2024
CON-404;1873261;GO;Mineiros;Prefeitura Municipal;Digital Consig;Inativo;08/04/2023;08/04/2025
CON-403;1873258;GO;Crixás;Instituto de Previdência;Digital Consig;Ativo;15/02/2023;15/02/2028
CON-402;1873257;MT;Pontal do Araguaia;Prefeitura Municipal;Digital Consig;Inativo;24/04/2023;24/04/2025
CON-401;1873256;MT;Nova Mutum;Prefeitura Municipal;Digital Consig;Inativo;20/04/2023;20/04/2025
CON-400;1873253;MT;Barra do Garças;Prefeitura Municipal;Digital Consig;Inativo;08/08/2022;24/04/2025
CON-399;1873252;CE;Itaiçaba;Prefeitura Municipal;Digital Consig;Ativo;14/09/2022;14/09/2026
CON-398;1873250;CE;Araçoiaba - PE;Prefeitura Municipal;Consignet;Ativo;07/05/2025;07/05/1930
CON-397;1873249;MT;Diamantino;Prefeitura Municipal;Digital Consig;Inativo;06/02/2023;06/02/2025
CON-396;1873248;MT;Colider - Prev Líder;Instituto de Previdência;Digital Consig;Ativo;11/08/2022;11/08/2026
CON-395;1873240;TO;Abreulândia;Prefeitura Municipal;Digital Consig;Ativo;28/04/2023;28/04/2026
CON-394;1873238;GO;Pontalina;Prefeitura Municipal;Digital Consig;Inativo;26/11/2022;26/11/2024
CON-393;1873236;GO;Jussara - GO;Prefeitura Municipal;Digital Consig;Ativo;20/01/2023;20/01/2027
CON-392;1873234;GO;Goiatuba;Prefeitura Municipal;ConsigLog;Ativo;12/05/2025;15/05/1930
CON-391;1873232;GO;Posse;Prefeitura Municipal;Digital Consig;Ativo;26/09/2022;25/09/2027
CON-390;1873231;MT;Nova Olímpia - MT;Prefeitura Municipal;Digital Consig;Ativo;14/03/2024;12/03/2026
CON-389;1873229;MT;Tangara da Serra;Prefeitura Municipal;Digital Consig;Inativo;07/06/2022;07/06/2023
CON-388;1873227;DF;Serviço Social do Comércio do Distrito Federal - SESC;Empresa Privada;Digital Consig;Ativo;06/09/2022;06/09/2027
CON-387;1873225;GO;Nova Crixás ;Prefeitura Municipal;Digital Consig;Inativo;02/04/2023;02/04/2025
CON-386;1873221;MT;Canarana - MT;Prefeitura Municipal;Digital Consig;Inativo;26/08/2022;01/12/2027
CON-385;1873218;MT;Mirassol d' Oeste;Prefeitura Municipal;Digital Consig;Ativo;03/11/2022;03/11/2027
CON-384;1873216;MT;Cáceres - MT;Prefeitura Municipal;Digital Consig;Inativo;18/06/2022;13/05/2025
CON-383;1873215;PA;FMS de Augusto Correa ;Outros;Digital Consig;Ativo;18/08/2022;18/08/2026
CON-382;1873199;MA;Assembleia Legislativa do Maranhão ;Assembléia;Safe Consig;Ativo;08/03/2024;08/03/2029
CON-381;1873197;AL;Maceió - AL;Prefeitura Municipal;Safe Consig;Ativo;20/06/2024;20/06/2029
CON-380;1873195;PA;Marituba;Prefeitura Municipal;NeoConsig;Inativo;12/05/2023;12/05/2024
CON-379;1873193;RJ;Rio de Janeiro;Prefeitura Municipal;NeoConsig;Ativo;30/09/2022;30/09/2025
CON-378;1873190;SP;Sorocaba - SP;Prefeitura Municipal;NeoConsig;Iniciando Renovação;05/03/2022;07/09/2025
CON-377;1873188;AL;Agência Municipal de Regulação de Serviços Delegados - Arser ;Autarquia;NeoConsig;Inativo;04/04/2023;04/10/2023
CON-376;1873173;MA;São Luís;Prefeitura Municipal;NeoConsig;Ativo;05/01/2023;05/01/2028
CON-375;1873170;GO;Governo de Goiás;Governo de Estado;NeoConsig;Ativo;15/03/2024;15/09/2026
CON-374;1873166;PA;Benevides;Prefeitura Municipal;NeoConsig;Ativo;24/10/2023;20/09/2026
CON-373;1873164;MG;Serviço Autônomo de Água e Esgoto de Sete Lagoas - SAAE;Autarquia;Montreal;Inativo;16/01/2023;16/01/2025
CON-372;1873161;AL;São José da Tapera;Instituto de Previdência;MegaTec;Ativo;31/03/2023;31/03/2026
CON-371;1873158;BA;Santo Amaro - BA;Prefeitura Municipal;MC Tecnologia;Iniciando Renovação;17/03/2023;15/07/2025
CON-370;1873153;PB;João Pessoa - PB;Prefeitura Municipal;Fácil;Ativo;29/10/2022;01/12/2025
CON-369;1873150;BA;Itabaianinha;Prefeitura Municipal;Green Consig;Inativo;09/02/2023;09/02/2025
CON-368;1873146;RJ;Cabo Frio - RJ;Prefeitura Municipal;Safe Consig;Inativo;09/01/2024;09/01/2025
CON-367;1873144;AM;Manaus - AM;Prefeitura Municipal;Fênixsoft;Inativo;12/12/2022;12/12/2024
CON-366;1873142;RR;Boa Vista - RR;Prefeitura Municipal;RF1 Participações;Iniciando Renovação;22/11/2023;22/11/2028
CON-364;1873109;GO;SÃO MIGUEL DO ARAGUAIA - GO;Prefeitura Municipal;Consignet;Ativo;08/11/2024;26/08/2029
CON-363;1873104;PR;Ortigueira - PR;Prefeitura Municipal;DB1;Inativo;06/01/2023;06/01/2025
CON-362;1873096;RJ;Barra do Piraí;Prefeitura Municipal;Cotar;Inativo;29/05/2023;29/05/2025
CON-361;1873095;RJ;Duque de Caxias - RJ;Prefeitura Municipal;ConsigLog;Inativo;13/10/2023;01/06/2025
CON-360;1873090;RJ;Duque de Caxias - RJ;Instituto de Previdência;Cotar;Inativo;01/06/2022;01/06/2025
CON-359;1873087;PB;Governo de Paraíba;Governo de Estado;Codata;Ativo;21/10/2022;16/11/2025
CON-358;1873079;RO;Nova Mamoré;Prefeitura Municipal;Fasitec;Ativo;09/06/2023;09/06/2028
CON-357;1873078;AL;Jequiá da Praia;Prefeitura Municipal;Fasitec;Ativo;15/06/2023;15/06/2028
CON-356;1873077;AL;Colônia Leopoldina;Prefeitura Municipal;Fasitec;Ativo;15/06/2023;15/06/2028
CON-355;1873074;BA;Cansanção;Prefeitura Municipal;Fasitec;Ativo;15/03/2023;15/03/2026
CON-354;1873073;BA;Canudos;Prefeitura Municipal;Fasitec;Ativo;14/02/2023;14/02/2027
CON-353;1873070;BA;Sarrolândia;Prefeitura Municipal;Fasitec;Inativo;31/12/2022;31/12/2024
CON-352;1873069;MA;Chapadinha;Instituto de Previdência;Fasitec;Ativo;24/02/2023;24/02/2026
CON-351;1873068;AL;Viçosa - IPASMV - AL;Instituto de Previdência;Fasitec;Ativo;20/10/2023;20/10/2028
CON-350;1873065;MA;Chapadinha;Prefeitura Municipal;Fasitec;Inativo;31/05/2023;31/05/2024
CON-348;1873061;AL;Campestre;Prefeitura Municipal;Fasitec;Ativo;28/01/2023;28/01/2027
CON-347;1873060;AL;Boca da Mata;Prefeitura Municipal;Fasitec;Ativo;30/06/2022;30/06/2027
CON-346;1873058;AL;Capela;Prefeitura Municipal;Fasitec;Inativo;08/04/2023;28/04/2025
CON-345;1873054;MS;Eldorado - MS;Prefeitura Municipal;Fasitec;Ativo;24/05/2023;24/05/2028
CON-344;1873052;BA;Valença - BA;Prefeitura Municipal;Fasitec;Ativo;14/03/2025;14/03/2026
CON-343;1873049;SP;Leme;Prefeitura Municipal;Fasitec;Inativo;09/05/2023;09/05/2024
CON-342;1873047;AL;Junqueiro;Prefeitura Municipal;Fasitec;Iniciando Renovação;19/07/2022;19/07/2025
CON-341;1873046;PR;Lindoeste;Prefeitura Municipal;Fasitec;Ativo;11/02/2023;11/02/2026
CON-340;1873043;AL;Monteirópolis;Prefeitura Municipal;Fasitec;Ativo;14/04/2022;10/08/2026
CON-339;1873042;BA;Euclides da Cunha - BA;Prefeitura Municipal;Fasitec;Inativo;06/03/2023;21/12/2023
CON-338;1873039;BA;Maetinga;Prefeitura Municipal;Fasitec;Ativo;27/05/2023;27/05/2026
CON-337;1873037;SP;Votorantim - SP;Prefeitura Municipal;Fasitec;Inativo;04/02/2023;04/02/2025
CON-336;1873035;BA;Presidente Dutra;Prefeitura Municipal;Fasitec;Ativo;01/01/2023;01/01/2026
CON-335;1873034;BA;Canudos ;Prefeitura Municipal;Fasitec;Inativo;29/03/2023;29/03/2023
CON-334;1873031;AL;Novo Lino;Prefeitura Municipal;Fasitec;Ativo;16/10/2024;16/10/2029
CON-333;1873029;AL;Porto Real do Colégio;Prefeitura Municipal;Fasitec;Ativo;04/04/2023;04/04/2028
CON-332;1873027;BA;Paratinga;Prefeitura Municipal;Fasitec;Inativo;31/12/2022;31/12/2024
CON-331;1873026;AM;Eirunepé;Prefeitura Municipal;Fasitec;Inativo;03/04/2023;03/04/2024
CON-330;1873025;AL;Poço das Trincheiras;Prefeitura Municipal;Fasitec;Ativo;17/03/2023;17/03/2028
CON-329;1873020;AL;Anadia - AL;Prefeitura Municipal;NewVersion;Ativo;11/06/2024;11/06/2029
CON-328;1873019;AL;Campestre;Prefeitura Municipal;Fasitec;Ativo;22/03/2023;22/03/2028
CON-327;1873017;AL;Atalaia - Atalaiaprev ;Instituto de Previdência;Fasitec;Ativo;15/03/2023;15/03/2028
CON-326;1873004;PR;Anahy;Prefeitura Municipal;Fasitec;Ativo;15/03/2023;15/03/2028
CON-325;1873002;AL;Novo Lino;Instituto de Previdência;Fasitec;Inativo;22/01/2023;22/01/2025
CON-324;1872999;AL;Satuba ;Prefeitura Municipal;Fasitec;Inativo;13/03/2023;13/03/2025
CON-323;1872998;MA;Igarapé do Meio;Prefeitura Municipal;Fasitec;Ativo;27/01/2023;27/01/2026
CON-322;1872996;AL;Mar Vermelho - AL;Prefeitura Municipal;Fasitec;Inativo;12/04/2022;30/08/2026
CON-321;1872992;MA;Anajatuba - MA;Prefeitura Municipal;Fasitec;Ativo;14/02/2023;20/10/2027
CON-320;1872991;BA;Malhada de Pedras;Prefeitura Municipal;Fasitec;Ativo;05/05/2023;05/05/2026
CON-319;1872985;PE;São Bento do Una - PE;Prefeitura Municipal;NewVersion;Ativo;03/10/2023;03/10/2028
CON-318;1872983;BA;Heliopolis;Prefeitura Municipal;Fasitec;Ativo;25/11/2022;25/11/2026
CON-317;1872978;AL;Anadia;Prefeitura Municipal;Fasitec;Ativo;24/02/2023;24/02/2028
CON-316;1872976;AL;Paulo Jacinto;Prefeitura Municipal;Fasitec;Ativo;24/03/2023;24/03/2026
CON-315;1872972;AL;Carneiros;Prefeitura Municipal;Fasitec;Ativo;26/01/2023;26/01/2028
CON-314;1872967;AL;São Sebastião;Prefeitura Municipal;Fasitec;Ativo;02/02/2023;02/02/2028
CON-313;1872962;AL;Atalaia - AL;Prefeitura Municipal;Fasitec;Ativo;18/04/2024;18/04/2029
CON-312;1872960;AL;Cajueiro - AL;Prefeitura Municipal;Fasitec;Inativo;20/07/2022;03/01/2027
CON-310;1872951;AL;Ouro Branco;Instituto de Previdência;Fasitec;Ativo;19/04/2023;19/04/2026
CON-309;1872949;AL;Ouro Branco;Prefeitura Municipal;Fasitec;Ativo;17/01/2023;17/01/2028
CON-308;1872936;AL;Fundo de Aposentadoria e Pensões de São José da Laje - AL;Instituto de Previdência;Fasitec;Ativo;11/01/2023;11/01/2028
CON-307;1872928;AL;São José da Laje - AL;Prefeitura Municipal;Fasitec;Ativo;17/01/2023;21/01/2026
CON-306;1872925;AL;Pariconha;Prefeitura Municipal;Fasitec;Ativo;22/12/2022;22/12/2027
CON-305;1872923;AL;Olho d' Água das Flores - AL;Prefeitura Municipal;Fasitec;Ativo;21/12/2022;21/12/2027
CON-304;1872918;AL;Girau do Ponciano;Prefeitura Municipal;Fasitec;Ativo;07/12/2022;07/12/2027
CON-303;1872909;BA;Jussara - BA;Prefeitura Municipal;Fasitec;Inativo;24/12/2022;24/12/2024
CON-302;1872907;BA;Cacule;Prefeitura Municipal;Fasitec;Ativo;09/10/2022;09/10/2025
CON-301;1872905;BA;Brumado - BA;Prefeitura Municipal;Fasitec;Ativo;12/05/2023;12/05/2028
CON-300;1872904;BA;Abaré - BA;Prefeitura Municipal;Fasitec;Ativo;22/08/2022;16/05/2027
CON-299;1872902;BA;Licínio de Almeida;Prefeitura Municipal;Fasitec;Ativo;18/11/2022;18/11/2025
CON-298;1872898;BA;Rio do Antônio ;Prefeitura Municipal;Fasitec;Inativo;15/07/2022;15/07/2023
CON-297;1872896;MA;Santa Luzia do Parua;Prefeitura Municipal;Fasitec;Ativo;26/02/2023;26/02/2026
CON-296;1872895;PE;AUTARQUIA EDUCACIONAL DO BELO JARDIM AEB - PE;Autarquia;NewVersion;Ativo;25/08/2023;23/08/2028
CON-295;1872894;PE;Mirandiba;Prefeitura Municipal;Fasitec;Ativo;22/02/2023;22/02/2027
CON-294;1872889;SP;Biritiba-Mirim ;Prefeitura Municipal;ConsigLog;Inativo;07/04/2023;23/08/2024
CON-293;1872887;SP;Santo André - Semasa;Autarquia;ConsigLog;Inativo;28/12/2022;15/03/2024
CON-292;1872881;MG;Congonhas;Prefeitura Municipal;ConsigLog;Inativo;27/03/2023;27/03/2024
CON-291;1872880;SP;Estância de Campos de Jordão;Prefeitura Municipal;ConsigLog;Inativo;13/12/2022;13/12/2024
CON-290;1872878;RJ;São Gonçalo - RJ;Instituto de Previdência;ConsigLog;Inativo;30/05/2024;30/05/2025
CON-287;1872870;BA;Salvador - BA;Prefeitura Municipal;ConsigLog;Ativo;08/05/2024;08/05/2026
CON-286;1872869;BA;Tribunal de Justiça da Bahia - TJBA;Tribunal;ConsigLog;Ativo;08/05/2023;08/05/2028
CON-285;1872867;BA;Conceição do Coité - BA;Prefeitura Municipal;ConsigLog;Inativo;09/03/2021;08/04/2025
CON-284;1872865;GO;Valparaíso de Goiás - GO;Prefeitura Municipal;ConsigLog;Inativo;20/10/2021;31/12/2024
CON-283;1872864;BA;Canavieiras ;Prefeitura Municipal;ConsigLog;Ativo;04/07/2018;03/07/2026
CON-282;1872863;BA;Vitória da Conquista;Prefeitura Municipal;ConsigLog;Ativo;08/05/2025;08/05/1930
CON-281;1872858;BA;Jequié;Prefeitura Municipal;ConsigLog;Ativo;05/07/2021;10/11/2025
CON-280;1872857;PR; Companhia de Saneamento do Paraná - Sanepar;Outros;ConsigLog;Inativo;19/03/2024;18/03/2025
CON-279;1872853;SC;Biguçu;Prefeitura Municipal;ConsigLog;Ativo;02/04/2023;02/04/2028
CON-278;1872846;GO;Catalão;Prefeitura Municipal;ConsigLog;Ativo;25/10/2022;25/10/2027
CON-277;1872844;SP;Cajamar - SP;Prefeitura Municipal;ConsigLog;Inativo;14/08/2023;15/02/2025
CON-276;1872843;SP;Caieiras;Prefeitura Municipal;ConsigLog;Inativo;04/03/2024;03/03/2025
CON-274;1872818;RJ;São Gonçalo - RJ;Prefeitura Municipal;ConsigLog;Inativo;18/03/2024;18/03/2025
CON-273;1872816;SP;Espírito Santo do Pinhal;Prefeitura Municipal;ConsigLog;Ativo;20/05/2022;20/05/2027
CON-272;1872812;SP;Campo Limpo Paulista;Prefeitura Municipal;ConsigLog;Ativo;25/11/2022;25/11/2027
CON-271;1872810;GO;Anápolis - GO;Prefeitura Municipal;ConsigLog;Ativo;10/07/2024;10/07/2029
CON-270;1872808;SP;Cotia;Prefeitura Municipal;ConsigLog;Inativo;05/04/2023;13/03/2028
CON-269;1872807;SP;Taboão da Serra - SP;Prefeitura Municipal;ConsigLog;Inativo;13/01/2025;13/01/1930
CON-268;1872805;PA;Belém - PA;Prefeitura Municipal;RF1 Participações;Ativo;10/12/2024;09/12/2025
CON-267;1872801;SP;Nova Odessa ;Prefeitura Municipal;ConsigLog;Ativo;04/08/2022;04/08/2027
CON-266;1872799;SP;Campos do Jordão ;Prefeitura Municipal;ConsigLog;Ativo;27/02/2023;27/02/2028
CON-265;1872794;TO;Araguaína;Prefeitura Municipal;ConsigLog;Ativo;02/03/2023;02/03/2027
CON-264;1872786;SP;Franco Rocha ;Prefeitura Municipal;ConsigLog;Ativo;04/03/2023;04/03/2028
CON-263;1872783;PR;Estado de Paraná - TCE PR;Tribunal;ConsigLog;Ativo;30/10/2020;30/10/2025
CON-262;1872778;SP;Birita Mirim;Prefeitura Municipal;ConsigLog;Inativo;18/02/2018;18/02/2019
CON-261;1872777;AM;Governo do Amazonas;Governo de Estado;ConsigLog;Ativo;16/12/2022;18/12/2025
CON-260;1872772;BA;Camaçari - BA;Prefeitura Municipal;ConsigLog;Ativo;17/09/2022;24/06/2026
CON-259;1872769;BA;São Francisco do Conde;Instituto de Previdência;ConsigLog;Inativo;19/08/2022;19/08/2023
CON-258;1872767;ES;Barra de São Francisco ;Prefeitura Municipal;ConsigLog;Ativo;23/05/2023;23/05/2027
CON-257;1872764;MG;Sabará;Prefeitura Municipal;ConsigLog;Ativo;24/01/2023;24/01/2028
CON-256;1872763;MG;Santa Luzia - MG;Prefeitura Municipal;ConsigLog;Inativo;15/12/2022;15/12/2023
CON-255;1872762;PE;Petrolina - PE;Prefeitura Municipal;ConsigLog;Ativo;10/03/2023;27/02/2029
CON-254;1872761;PE;Surubim - PE;Prefeitura Municipal;Consignet;Ativo;09/01/2025;09/01/1930
CON-253;1872759;PR;Piên;Prefeitura Municipal;ConsigLog;Ativo;29/11/2022;29/11/2026
CON-252;1872758;MA;Paço do Lumiar;Instituto de Previdência;Fácil;Inativo;19/04/2023;19/04/2025
CON-251;1872756;MA;Imperatriz;Prefeitura Municipal;Fácil;Ativo;12/06/2023;12/06/2028
CON-249;1872754;CE;Mombaça - CE;Prefeitura Municipal;Fácil;Ativo;30/05/2023;30/05/2028
CON-248;1872750;RJ;Itaperuna;Prefeitura Municipal;Fácil;Ativo;03/01/2023;03/01/2027
CON-247;1872746;PB;São José do Brejo da Cruz;Prefeitura Municipal;SP Consig;Ativo;22/06/2023;22/06/2028
CON-245;1872739;MS;Dourados - MS;Prefeitura Municipal;Consignet;Ativo;15/04/2024;15/04/2029
CON-244;1872734;PB;Sabugi ;Prefeitura Municipal;Fácil;Ativo;22/03/2023;22/03/2028
CON-243;1872729;RJ;Niterói - RJ;Prefeitura Municipal;Fácil;Iniciando Renovação;28/07/2023;28/07/2025
CON-242;1872719;PE;Fundo Municipal de Saúde Macaparana;Outros;Fácil;Ativo;04/03/2023;04/03/2026
CON-241;1872710;PE;Unimed Caruaru;Empresa Privada;Fácil;Inativo;26/08/2022;26/08/2023
CON-240;1872702;CE;Lavras da Mangabeira;Prefeitura Municipal;Fácil;Ativo;01/02/2023;01/02/2027
CON-239;1872697;PE;Vicência;Instituto de Previdência;Fácil;Ativo;09/10/2024;09/10/2026
CON-238;1872679;TO;Procuradoria Geral de Justiça de Tocantins - PGE TO;Outros;Fácil;Ativo;11/01/2023;11/01/2026
CON-235;1872467;GO;São João d'Aliança;Prefeitura Municipal;Digital Consig;Ativo;27/06/2023;20/01/2026
CON-234;1872461;RO;Instituto de Previdência Social dos Servidores Público do Município de Rolim de Moura;Instituto de Previdência;Consignet;Iniciando Renovação;01/08/2023;01/08/2025
CON-233;1872402;RO;Urupá;Prefeitura Municipal;Consignet;Ativo;14/07/2023;14/07/2028
CON-232;1872130;CE;Crato;Instituto de Previdência;Fácil;Inativo;24/03/2023;24/03/2025
CON-231;1872122;CE;Fortim - CE;Prefeitura Municipal;Fácil;Inativo;19/07/2022;28/11/2023
CON-230;1872116;CE;Nova Olinda - CE;Prefeitura Municipal;Consignet;Ativo;05/05/2025;05/05/1930
CON-229;1872115;CE;Tianguá;Prefeitura Municipal;Fácil;Ativo;07/07/2022;07/07/2026
CON-228;1872114;MA;Governo de Maranhão;Governo de Estado;Fácil;Ativo;13/02/2024;15/03/2028
CON-227;1872113;MG;Ipatinga ;Prefeitura Municipal;ConsigLog;Ativo;17/01/2024;17/01/2026
CON-226;1872112;PA;Alenquer - PA;Prefeitura Municipal;NeoConsig;Inativo;28/02/2024;17/09/2024
CON-225;1872111;MA;Santa Luzia - MA;Prefeitura Municipal;Fácil;Ativo;07/10/2022;10/03/2026
CON-224;1872110;PB;Cabedelo ;Prefeitura Municipal;Fácil;Ativo;12/01/2023;12/01/2027
CON-223;1872105;PE;Água Preta ;Prefeitura Municipal;Fácil;Ativo;16/08/2022;16/08/2026
CON-222;1872102;PE;Recife - PE;Prefeitura Municipal;Fácil;Ativo;08/05/2025;08/05/1930
CON-221;1872100;PE;Governo de Pernambuco;Governo de Estado;Fácil;Iniciando Renovação;01/11/2022;04/12/2025
CON-220;1872096;PE;Exu;Instituto de Previdência;Fácil;Ativo;21/09/2022;21/09/2027
CON-219;1872095;PE;Exu;Prefeitura Municipal;Fácil;Ativo;17/05/2023;17/05/2027
CON-218;1872094;RN;Ceará Mirim;Instituto de Previdência;Fácil;Ativo;16/02/2023;16/02/2028
CON-217;1872091;RN;Tibau - RN;Prefeitura Municipal;Fácil;Iniciando Renovação;07/09/2022;07/09/2025
CON-216;1872039;PR;Instituto de Previdência Curiuvaprev;Instituto de Previdência;Consignet;Inativo;27/05/2023;27/05/2024
CON-215;1872037;SC;José Boiteux;Prefeitura Municipal;Consignet;Ativo;08/05/2023;08/05/2028
CON-214;1872034;PR;Mauá da Serra - PR;Prefeitura Municipal;Consignet;Inativo;12/07/2022;28/02/2028
CON-213;1872033;PA;Santa Izabel do Pará - PA;Prefeitura Municipal;Safe Consig;Ativo;25/10/2024;25/10/2029
CON-212;1872032;PR;Laranjeiras do Sul;Prefeitura Municipal;Consignet;Inativo;22/08/2022;22/08/2024
CON-211;1872031;GO;Santa Rita do Araguaia ;Prefeitura Municipal;Consignet;Ativo;02/06/2023;02/06/2028
CON-210;1872027;MS;Paranaíba - MS;Instituto de Previdência;Consignet;Ativo;24/02/2023;24/02/2028
CON-209;1872026;SC;Rio Negrinho ;Prefeitura Municipal;Consignet;Ativo;05/06/2023;05/06/2028
CON-208;1872024;MG;Sapucaí Mirim ;Prefeitura Municipal;Consignet;Ativo;23/09/2022;23/09/2026
CON-207;1872023;SP;Miguelópolis;Prefeitura Municipal;Consignet;Inativo;23/06/2022;23/06/2023
CON-206;1872020;RO;Jaru;Prefeitura Municipal;Consignet;Ativo;16/03/2023;16/03/2028
CON-205;1872018;SC;Empresa Tombini e Cia Ltda;Empresa Privada;Consignet;Ativo;19/11/2022;19/11/2026
CON-204;1872017;PR;Matelândia - PREVIMAT - PR;Instituto de Previdência;Consignet;Inativo;10/10/2022;10/10/2024
CON-203;1872015;SP; Fundação Municipal para Educação Comunitária de Campinas - FUMEC ;Empresa Privada;Consignet;Iniciando Renovação;25/06/2023;25/06/2025
CON-202;1872009;PR;Campo Mourão - PR;Prefeitura Municipal;Consignet;Ativo;06/06/2024;06/06/2028
CON-201;1872005;MG;Pirajuba - MG;Prefeitura Municipal;Consignet;Ativo;05/06/2023;05/06/2028
CON-200;1871998;PR;Campo Mourão - PR;Câmara Municipal;Consignet;Iniciando Renovação;11/07/2024;11/07/2025
CON-199;1871992;PE;São Lourenço da Mata - PE;Instituto de Previdência;Consignet;Inativo;01/11/2022;04/12/2023
CON-198;1871990;PR;Centenário do Sul- PR;Prefeitura Municipal;Consignet;Ativo;12/06/2023;12/06/2028
CON-197;1871978;PE;São José do Belmonte;Prefeitura Municipal;Consignet;Ativo;24/04/2023;24/04/2028
CON-196;1871974;PE;Fundo de Previdência dos Servidores de Cedro - FUNPRESCE;Instituto de Previdência;Consignet;Inativo;24/05/2023;24/12/2024
CON-195;1871971;PE;Cedro - PE;Prefeitura Municipal;Consignet;Ativo;14/01/2025;14/01/1930
CON-194;1871967;PE;Belém do São Francisco - PE;Prefeitura Municipal;Consignet;Ativo;23/05/2028;23/05/2028
CON-193;1871965;MS;Nioaque - MS;Prefeitura Municipal;Consignet;Ativo;01/06/2023;01/06/2028
CON-192;1871963;PR;Marilena - PR;Instituto de Previdência;Consignet;Ativo;05/08/2023;05/08/2028
CON-191;1871962;PR;Bandeirantes;Prefeitura Municipal;Consignet;Ativo;09/12/2022;09/12/2027
CON-190;1871961;MT;Vera - MT;Instituto de Previdência;Consignet;Ativo;03/05/2023;03/05/2028
CON-189;1871955;SP;Fundação Hemocentro de Ribeirão Preto;Outros;Consignet;Inativo;03/02/2023;03/02/2025
CON-188;1871830;MT;Vera - MT;Prefeitura Municipal;Consignet;Ativo;18/07/2023;18/07/2028
CON-187;1871827;RO;São Miguel do Guaporé;Prefeitura Municipal;Consignet;Ativo;30/05/2023;30/05/2028
CON-186;1871824;RO;Monte Negro - RO;Prefeitura Municipal;Consignet;Ativo;17/12/2024;16/12/2025
CON-185;1871822;PR;Tunas do Paraná;Prefeitura Municipal;Consignet;Ativo;27/03/2025;27/03/1930
CON-184;1871818;RO;Castanheiras;Prefeitura Municipal;Consignet;Ativo;12/06/2023;12/06/2028
CON-183;1871816;PR;Realeza - PR;Prefeitura Municipal;Consignet;Ativo;18/05/2023;18/05/2028
CON-182;1871814;SP;Sertãozinho;Prefeitura Municipal;Consignet;Ativo;01/04/2023;01/04/2028
CON-181;1871813;MG;Cachoeira Dourada;Instituto de Previdência;Consignet;Inativo;01/01/2023;01/01/2025
CON-180;1871812;SP;Francisco Morato;Instituto de Previdência;Consignet;Inativo;08/01/2023;08/01/2024
CON-179;1871811;PR;Nova Prata do Iguaçu;Prefeitura Municipal;Consignet;Ativo;29/05/2023;29/05/2028
CON-178;1871803;SP;São Simão - SP;Prefeitura Municipal;Consignet;Inativo;19/03/2019;19/03/2024
CON-177;1871800;PR;Ji-Paraná;Prefeitura Municipal;Consignet;Ativo;02/01/2023;02/01/2026
CON-176;1871798;SP;Bom Jesus dos Perdões;Instituto de Previdência;Consignet;Inativo;03/04/2023;03/04/2025
CON-175;1871794;PE;Itaquitinga;Prefeitura Municipal;Consignet;Ativo;10/02/2023;10/02/2026
CON-174;1871793;RS;Estância Velha;Prefeitura Municipal;Consignet;Ativo;04/01/2022;04/01/2026
CON-173;1871791;PR;Santo Antônio do Sudoeste;Prefeitura Municipal;Consignet;Ativo;24/05/2023;24/05/2028
CON-172;1871789;SP;Guariba;Câmara Municipal;Consignet;Ativo;29/07/2022;29/07/2027
CON-171;1871783;PR;Câmara Municipal do Alto Paraná;Câmara Municipal;Consignet;Ativo;28/09/2022;28/09/2027
CON-170;1871779;PR;Arapuã;Prefeitura Municipal;Consignet;Ativo;20/01/2023;20/01/2028
CON-168;1871772;SC;Ponte Alta do Norte;Prefeitura Municipal;Consignet;Ativo;11/04/2023;11/04/2028
