CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-276;SP;Caieiras;Prefeitura Municipal;ConsigLog;Inativo;2024-03-04;2025-03-03
CON-274;RJ;São Gonçalo;Prefeitura Municipal;ConsigLog;Inativo;2024-03-18;2025-03-18
CON-273;SP;Espírito Santo do Pinhal;Prefeitura Municipal;ConsigLog;Ativo;2022-05-20;2027-05-20
CON-272;SP;Campo Limpo Paulista;Prefeitura Municipal;ConsigLog;Ativo;2022-11-25;2027-11-25
CON-271;GO;Anápolis;Prefeitura Municipal;ConsigLog;Ativo;2024-07-10;2029-07-10
CON-270;SP;Cotia;Prefeitura Municipal;ConsigLog;Inativo;2023-04-05;2028-03-13
CON-269;SP;Taboão da Serra;Prefeitura Municipal;ConsigLog;Inativo;2025-01-13;1930-01-13
CON-268;PA;Belém;Prefeitura Municipal;RF1 Participações;Ativo;2024-12-10;2025-12-09
CON-267;SP;Nova Odessa;Prefeitura Municipal;ConsigLog;Ativo;2022-08-04;2027-08-04
CON-266;SP;Campos do Jordão;Prefeitura Municipal;ConsigLog;Ativo;2023-02-27;2028-02-27
CON-265;TO;Araguaína;Prefeitura Municipal;ConsigLog;Ativo;2023-03-02;2027-03-02
CON-264;SP;Franco Rocha;Prefeitura Municipal;ConsigLog;Ativo;2023-03-04;2028-03-04
CON-263;PR;Estado de Paraná - TCE PR;Tribunal;ConsigLog;Ativo;2020-10-30;2025-10-30
CON-262;SP;Birita Mirim;Prefeitura Municipal;ConsigLog;Inativo;2018-02-18;2019-02-18
CON-261;AM;Governo do Amazonas;Governo de Estado;ConsigLog;Ativo;2022-12-16;2025-12-18
CON-260;BA;Camaçari;Prefeitura Municipal;ConsigLog;Ativo;2022-09-17;2026-06-24
CON-259;BA;São Francisco do Conde;Instituto de Previdência;ConsigLog;Inativo;2022-08-19;2023-08-19
CON-258;ES;Barra de São Francisco;Prefeitura Municipal;ConsigLog;Ativo;2023-05-23;2027-05-23
CON-257;MG;Sabará;Prefeitura Municipal;ConsigLog;Ativo;2023-01-24;2028-01-24
CON-256;MG;Santa Luzia;Prefeitura Municipal;ConsigLog;Inativo;2022-12-15;2023-12-15
CON-255;PE;Petrolina;Prefeitura Municipal;ConsigLog;Ativo;2023-03-10;2029-02-27
CON-254;PE;Surubim;Prefeitura Municipal;Consignet;Ativo;2025-01-09;1930-01-09
CON-253;PR;Piên;Prefeitura Municipal;ConsigLog;Ativo;2022-11-29;2026-11-29
CON-252;MA;Paço do Lumiar;Instituto de Previdência;Fácil;Inativo;2023-04-19;2025-04-19
CON-251;MA;Imperatriz;Prefeitura Municipal;Fácil;Ativo;2023-06-12;2028-06-12
CON-249;CE;Mombaça;Prefeitura Municipal;Fácil;Ativo;2023-05-30;2028-05-30
CON-248;RJ;Itaperuna;Prefeitura Municipal;Fácil;Ativo;2023-01-03;2027-01-03
CON-247;PB;São José do Brejo da Cruz;Prefeitura Municipal;SP Consig;Ativo;2023-06-22;2028-06-22
CON-245;MS;Dourados;Prefeitura Municipal;Consignet;Ativo;2024-04-15;2029-04-15
CON-244;PB;Sabugi;Prefeitura Municipal;Fácil;Ativo;2023-03-22;2028-03-22
CON-243;RJ;Niterói;Prefeitura Municipal;Fácil;Iniciando Renovação;2023-07-28;2025-07-28
CON-242;PE;Fundo Municipal de Saúde Macaparana;Outros;Fácil;Ativo;2023-03-04;2026-03-04
CON-241;PE;Unimed Caruaru;Empresa Privada;Fácil;Inativo;2022-08-26;2023-08-26
CON-240;CE;Lavras da Mangabeira;Prefeitura Municipal;Fácil;Ativo;2023-02-01;2027-02-01
CON-239;PE;Vicência;Instituto de Previdência;Fácil;Ativo;2024-10-09;2026-10-09
CON-238;TO;Procuradoria Geral de Justiça de Tocantins - PGE TO;Outros;Fácil;Ativo;2023-01-11;2026-01-11
CON-235;GO;São João d'Aliança;Prefeitura Municipal;Digital Consig;Ativo;2023-06-27;2026-01-20
CON-234;RO;Instituto de Previdência Social dos Servidores Público do Município de Rolim de Moura;Instituto de Previdência;Consignet;Iniciando Renovação;2023-08-01;2025-08-01
CON-233;RO;Urupá;Prefeitura Municipal;Consignet;Ativo;2023-07-14;2028-07-14
CON-232;CE;Crato;Instituto de Previdência;Fácil;Inativo;2023-03-24;2025-03-24
CON-231;CE;Fortim;Prefeitura Municipal;Fácil;Inativo;2022-07-19;2023-11-28
CON-230;CE;Nova Olinda;Prefeitura Municipal;Consignet;Ativo;2025-05-05;1930-05-05
CON-229;CE;Tianguá;Prefeitura Municipal;Fácil;Ativo;2022-07-07;2026-07-07
CON-228;MA;Governo de Maranhão;Governo de Estado;Fácil;Ativo;2024-02-13;2028-03-15
CON-227;MG;Ipatinga;Prefeitura Municipal;ConsigLog;Ativo;2024-01-17;2026-01-17
CON-226;PA;Alenquer;Prefeitura Municipal;NeoConsig;Inativo;2024-02-28;2024-09-17
CON-225;MA;Santa Luzia;Prefeitura Municipal;Fácil;Ativo;2022-10-07;2026-03-10
CON-224;PB;Cabedelo;Prefeitura Municipal;Fácil;Ativo;2023-01-12;2027-01-12
CON-223;PE;Água Preta;Prefeitura Municipal;Fácil;Ativo;2022-08-16;2026-08-16
CON-222;PE;Recife;Prefeitura Municipal;Fácil;Ativo;2025-05-08;1930-05-08
CON-221;PE;Governo de Pernambuco;Governo de Estado;Fácil;Iniciando Renovação;2022-11-01;2025-12-04
CON-220;PE;Exu;Instituto de Previdência;Fácil;Ativo;2022-09-21;2027-09-21
CON-219;PE;Exu;Prefeitura Municipal;Fácil;Ativo;2023-05-17;2027-05-17
CON-218;RN;Ceará Mirim;Instituto de Previdência;Fácil;Ativo;2023-02-16;2028-02-16
CON-217;RN;Tibau;Prefeitura Municipal;Fácil;Iniciando Renovação;2022-09-07;2025-09-07
CON-216;PR;Instituto de Previdência Curiuvaprev;Instituto de Previdência;Consignet;Inativo;2023-05-27;2024-05-27
CON-215;SC;José Boiteux;Prefeitura Municipal;Consignet;Ativo;2023-05-08;2028-05-08
CON-214;PR;Mauá da Serra;Prefeitura Municipal;Consignet;Inativo;2022-07-12;2028-02-28
CON-213;PA;Santa Izabel do Pará;Prefeitura Municipal;Safe Consig;Ativo;2024-10-25;2029-10-25
CON-212;PR;Laranjeiras do Sul;Prefeitura Municipal;Consignet;Inativo;2022-08-22;2024-08-22
CON-211;GO;Santa Rita do Araguaia;Prefeitura Municipal;Consignet;Ativo;2023-06-02;2028-06-02
CON-210;MS;Paranaíba;Instituto de Previdência;Consignet;Ativo;2023-02-24;2028-02-24
CON-209;SC;Rio Negrinho;Prefeitura Municipal;Consignet;Ativo;2023-06-05;2028-06-05
CON-208;MG;Sapucaí Mirim;Prefeitura Municipal;Consignet;Ativo;2022-09-23;2026-09-23
CON-207;SP;Miguelópolis;Prefeitura Municipal;Consignet;Inativo;2022-06-23;2023-06-23
CON-206;RO;Jaru;Prefeitura Municipal;Consignet;Ativo;2023-03-16;2028-03-16
CON-205;SC;Empresa Tombini e Cia Ltda;Empresa Privada;Consignet;Ativo;2022-11-19;2026-11-19
CON-204;PR;Matelândia - PREVIMAT;Instituto de Previdência;Consignet;Inativo;2022-10-10;2024-10-10
CON-203;SP;Fundação Municipal para Educação Comunitária de Campinas - FUMEC;Empresa Privada;Consignet;Iniciando Renovação;2023-06-25;2025-06-25
CON-202;PR;Campo Mourão;Prefeitura Municipal;Consignet;Ativo;2024-06-06;2028-06-06
CON-201;MG;Pirajuba;Prefeitura Municipal;Consignet;Ativo;2023-06-05;2028-06-05
CON-200;PR;Campo Mourão;Câmara Municipal;Consignet;Iniciando Renovação;2024-07-11;2025-07-11
CON-199;PE;São Lourenço da Mata;Instituto de Previdência;Consignet;Inativo;2022-11-01;2023-12-04
CON-198;PR;Centenário do Sul;Prefeitura Municipal;Consignet;Ativo;2023-06-12;2028-06-12
CON-197;PE;São José do Belmonte;Prefeitura Municipal;Consignet;Ativo;2023-04-24;2028-04-24
CON-196;PE;Fundo de Previdência dos Servidores de Cedro - FUNPRESCE;Instituto de Previdência;Consignet;Inativo;2023-05-24;2024-12-24
CON-195;PE;Cedro;Prefeitura Municipal;Consignet;Ativo;2025-01-14;1930-01-14
CON-194;PE;Belém do São Francisco;Prefeitura Municipal;Consignet;Ativo;2028-05-23;2028-05-23
CON-193;MS;Nioaque;Prefeitura Municipal;Consignet;Ativo;2023-06-01;2028-06-01
CON-192;PR;Marilena;Instituto de Previdência;Consignet;Ativo;2023-08-05;2028-08-05
CON-191;PR;Bandeirantes;Prefeitura Municipal;Consignet;Ativo;2022-12-09;2027-12-09
CON-190;MT;Vera;Instituto de Previdência;Consignet;Ativo;2023-05-03;2028-05-03
CON-189;SP;Fundação Hemocentro de Ribeirão Preto;Outros;Consignet;Inativo;2023-02-03;2025-02-03
CON-188;MT;Vera;Prefeitura Municipal;Consignet;Ativo;2023-07-18;2028-07-18
CON-187;RO;São Miguel do Guaporé;Prefeitura Municipal;Consignet;Ativo;2023-05-30;2028-05-30
CON-186;RO;Monte Negro;Prefeitura Municipal;Consignet;Ativo;2024-12-17;2025-12-16
CON-185;PR;Tunas do Paraná;Prefeitura Municipal;Consignet;Ativo;2025-03-27;1930-03-27
CON-184;RO;Castanheiras;Prefeitura Municipal;Consignet;Ativo;2023-06-12;2028-06-12
CON-183;PR;Realeza;Prefeitura Municipal;Consignet;Ativo;2023-05-18;2028-05-18
CON-182;SP;Sertãozinho;Prefeitura Municipal;Consignet;Ativo;2023-04-01;2028-04-01
CON-181;MG;Cachoeira Dourada;Instituto de Previdência;Consignet;Inativo;2023-01-01;2025-01-01
CON-180;SP;Francisco Morato;Instituto de Previdência;Consignet;Inativo;2023-01-08;2024-01-08
CON-179;PR;Nova Prata do Iguaçu;Prefeitura Municipal;Consignet;Ativo;2023-05-29;2028-05-29
CON-178;SP;São Simão;Prefeitura Municipal;Consignet;Inativo;2019-03-19;2024-03-19
CON-177;PR;Ji-Paraná;Prefeitura Municipal;Consignet;Ativo;2023-01-02;2026-01-02
CON-176;SP;Bom Jesus dos Perdões;Instituto de Previdência;Consignet;Inativo;2023-04-03;2025-04-03
CON-175;PE;Itaquitinga;Prefeitura Municipal;Consignet;Ativo;2023-02-10;2026-02-10
CON-174;RS;Estância Velha;Prefeitura Municipal;Consignet;Ativo;2022-01-04;2026-01-04
CON-173;PR;Santo Antônio do Sudoeste;Prefeitura Municipal;Consignet;Ativo;2023-05-24;2028-05-24
CON-172;SP;Guariba;Câmara Municipal;Consignet;Ativo;2022-07-29;2027-07-29
CON-171;PR;Câmara Municipal do Alto Paraná;Câmara Municipal;Consignet;Ativo;2022-09-28;2027-09-28
CON-170;PR;Arapuã;Prefeitura Municipal;Consignet;Ativo;2023-01-20;2028-01-20
CON-168;SC;Ponte Alta do Norte;Prefeitura Municipal;Consignet;Ativo;2023-04-11;2028-04-11
CON-167;SC;Lontras;Prefeitura Municipal;Consignet;Ativo;2023-03-29;2028-03-29
CON-166;SC;Empresa Prevemax - EPIS Impermeáveis e Descartáveis Ltda;Câmara Municipal;Consignet;Ativo;2022-09-16;2027-09-16
CON-165;SP;Zacarias;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-08-04;2025-08-04
CON-164;MA;Instituto de Previdência do Município de Timon - IPMT;Instituto de Previdência;Consignet;Ativo;2023-04-19;2028-04-19
CON-163;SP;Adamantina;Prefeitura Municipal;Consignet;Inativo;2023-04-01;2025-04-01
CON-162;PR;Mandirituba;Instituto de Previdência;Consignet;Ativo;2022-11-23;2027-11-23
CON-161;MS;Paranaíba;Prefeitura Municipal;Consignet;Ativo;2023-04-19;2028-04-19
CON-160;SP;Sertãozinho - SERTPREV;Instituto de Previdência;Consignet;Inativo;2023-02-21;2024-05-30
CON-159;RO;Mirante da Serra;Prefeitura Municipal;Consignet;Ativo;2023-07-19;2028-07-19
CON-158;RO;Rolim de Moura;Prefeitura Municipal;Consignet;Ativo;2023-05-17;2028-05-17
CON-157;PR;Honório Serpa;Prefeitura Municipal;Consignet;Ativo;2023-06-21;2028-06-21
CON-156;PR;Cafelândia;Instituto de Previdência;Consignet;Ativo;2023-05-12;2028-05-12
CON-155;PR;Cafelândia;Prefeitura Municipal;Consignet;Ativo;2023-07-03;2028-07-03
CON-154;PR;Mambore;Prefeitura Municipal;Consignet;Ativo;2023-01-05;2026-01-05
CON-153;GO;Novo Gama;Prefeitura Municipal;Consignet;Ativo;2022-10-17;2027-10-17
CON-152;RO;Nova União;Prefeitura Municipal;Consignet;Ativo;2023-04-19;2028-04-19
CON-151;SP;Jaboticabal;Instituto de Previdência;Consignet;Inativo;2022-12-20;2023-12-20
CON-150;PR;Carlópolis;Prefeitura Municipal;Consignet;Ativo;2023-03-23;2028-03-23
CON-149;PE;Instituto de Previdência do Munícipio de Buque;Instituto de Previdência;Consignet;Inativo;2023-01-01;2025-01-01
CON-148;MT;Cláudia;Prefeitura Municipal;Consignet;Ativo;2023-03-23;2028-03-23
CON-147;GO;Cachoeira Dourada;Prefeitura Municipal;Consignet;Ativo;2022-05-23;2028-05-23
CON-146;RO;Fundação Cultural de Ji Paraná;Empresa Privada;Consignet;Ativo;2022-10-17;2027-10-17
CON-145;PR;Altamira do Paraná;Instituto de Previdência;Consignet;Inativo;2022-09-21;2025-01-22
CON-144;SP;Santa Casa de Itaí;Empresa Privada;Consignet;Ativo;2023-02-03;2028-02-03
CON-143;PR;Matelandia;Prefeitura Municipal;Consignet;Inativo;2023-01-07;2025-01-07
CON-142;GO;Cidade Ocidental;Prefeitura Municipal;Consignet;Ativo;2023-02-26;2026-02-26
CON-141;PR;Paiçandu;Prefeitura Municipal;Consignet;Ativo;2023-04-11;2028-04-11
CON-140;PR;Mandaguari;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-08-04;2025-08-04
CON-139;PR;Araruna;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-08-04;2025-08-04
CON-138;RS;Nova Prata - IPRAM;Instituto de Previdência;Consignet;Inativo;2023-05-05;2025-05-05
CON-137;SC;Companhia de águas de Joinville;Outros;Consignet;Ativo;2023-03-28;2028-03-28
CON-136;RN;Bodó;Prefeitura Municipal;Consignet;Ativo;2022-12-01;2027-12-01
CON-135;PR;Iguaçu;Instituto de Previdência;Consignet;Ativo;2023-03-14;2028-03-14
CON-134;PR;Flórida;Instituto de Previdência;Consignet;Iniciando Renovação;2022-09-01;2025-09-01
CON-132;PR;Nova Aliança do Ivai;Câmara Municipal;Consignet;Ativo;2022-11-07;2027-11-07
CON-131;PB;Estado da Paraíba - TCE PB;Tribunal;Consignet;Inativo;2023-06-26;2024-05-17
CON-130;BA;Feira de Santana;Prefeitura Municipal;ConsigLog;Inativo;2023-06-26;2024-04-29
CON-129;CE;Coreaú;Prefeitura Municipal;Digital Consig;Ativo;2023-06-26;2028-05-02
CON-128;RS;Triunfo;Prefeitura Municipal;Consignet;Inativo;2023-06-26;2024-10-29
CON-127;CE;Fundo Municipal de Seguridade Social do Município de Aracati;Instituto de Previdência;Safe Consig;Inativo;2023-06-26;2025-01-13
CON-126;RS;Capão da Canoa;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-06-14;2025-06-14
CON-125;AL;Joaquim Gomes;Prefeitura Municipal;Fasitec;Ativo;2023-05-04;2028-05-04
CON-124;SP;Águas da Prata;Prefeitura Municipal;Consignet;Ativo;2022-08-18;2026-08-18
CON-123;MS;Nova Alvorada do Sul;Prefeitura Municipal;Consignet;Inativo;2023-03-15;2024-03-15
CON-122;PR;Pitanga;Prefeitura Municipal;Consignet;Ativo;2023-04-27;2028-04-27
CON-121;PR;Iguaraçu;Prefeitura Municipal;Consignet;Ativo;2023-06-15;2028-06-15
CON-120;RO;Alta Floresta Doeste;Prefeitura Municipal;Consignet;Ativo;2023-05-15;2027-05-15
CON-119;PR;Jaguapitã;Prefeitura Municipal;Consignet;Ativo;2023-03-17;2028-03-17
CON-118;PR;Marilena;Prefeitura Municipal;Consignet;Ativo;2023-06-04;2028-06-04
CON-117;SC;SAMAE . Serviço Autônomo Municipal de Água e Esgoto de Jaraguá do Sul;Empresa Privada;Consignet;Ativo;2025-01-13;2026-01-12
CON-116;PR;Porecatu;Prefeitura Municipal;Consignet;Ativo;2023-04-26;2028-04-26
CON-115;MA;Lagoa Grande do Maranhão;Prefeitura Municipal;Consignet;Ativo;2022-12-22;2026-12-22
CON-114;PR;Manoel Ribas;Prefeitura Municipal;Consignet;Ativo;2022-10-21;2027-10-21
CON-113;PR;Palotina;Prefeitura Municipal;Consignet;Inativo;2022-02-09;2024-09-02
CON-112;SP;Sud Mennucci;Prefeitura Municipal;Consignet;Inativo;2022-05-06;2025-05-06
CON-111;PR;Sapopema;Prefeitura Municipal;Consignet;Inativo;2022-07-08;2024-07-08
CON-110;RO;Autarquia Esporte Cultura e Turismo Pimenta Bueno;Autarquia;Consignet;Ativo;2022-08-15;2027-08-15
CON-109;PE;Taquaritinga do Norte;Prefeitura Municipal;Consignet;Ativo;2022-07-22;2027-07-22
CON-108;MG;Bom Despacho;Instituto de Previdência;Consignet;Inativo;2022-05-21;2024-05-21
CON-107;PR;Sarandi;Instituto de Previdência;Consignet;Inativo;2023-03-09;2024-03-09
CON-106;SP;Lençóis Paulista;Prefeitura Municipal;Consignet;Ativo;2023-03-02;2027-03-02
CON-105;RN;Janduis;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-08-18;2025-08-18
CON-104;SP;Catanduva;Instituto de Previdência;Consignet;Ativo;2022-08-03;2026-08-03
CON-103;SP;Águas da Prata;Prefeitura Municipal;Consignet;Ativo;2022-08-18;2026-08-18
CON-102;GO;Piranhas;Instituto de Previdência;Consignet;Ativo;2023-01-19;2028-01-19
CON-101;GO;Piranhas;Prefeitura Municipal;Consignet;Ativo;2023-03-29;2027-11-10
CON-100;MA;Estreito;Prefeitura Municipal;Consignet;Ativo;2022-08-20;2027-07-12
CON-99;MS;Taquarassu;Prefeitura Municipal;Consignet;Ativo;2023-02-15;2028-02-15
CON-98;MS;Guia Lopes da Laguna;Prefeitura Municipal;Consignet;Ativo;2025-01-11;2029-01-11
CON-97;PA;Tucuruí;Instituto de Previdência;Consignet;Ativo;2023-01-14;2027-01-14
CON-96;PE;Ângulo;Prefeitura Municipal;Consignet;Inativo;2022-06-03;2025-06-03
CON-95;PE;Buíque;Instituto de Previdência;Consignet;Inativo;2022-08-29;2023-08-29
CON-94;PE;Buíque;Prefeitura Municipal;Consignet;Inativo;2022-09-24;2023-09-24
CON-93;PR;Grandes Rios;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-08-25;2025-08-25
CON-92;PR;Guarapuava;Prefeitura Municipal;Consignet;Ativo;2022-12-02;2026-06-09
CON-91;PR;Guarapuava;Instituto de Previdência;Consignet;Inativo;2022-12-02;2023-12-02
CON-90;PR;Tuneiras do Oeste;Prefeitura Municipal;Fasitec;Inativo;2022-10-21;2024-10-21
CON-89;PR;Leópolis;Prefeitura Municipal;Consignet;Inativo;2022-08-08;2024-08-08
CON-88;PR;Itaúna do Sul;Prefeitura Municipal;Consignet;Inativo;2023-02-13;2024-02-13
CON-87;PR;Castro;Prefeitura Municipal;Consignet;Inativo;2023-01-20;2024-01-20
CON-86;PR;Piraquara;Prefeitura Municipal;Fácil;Ativo;2023-02-24;2026-02-24
CON-85;PR;Turvo;Instituto de Previdência;Consignet;Ativo;2022-10-07;2027-10-07
CON-84;PR;Maringá;Instituto de Previdência;Consignet;Ativo;2023-03-25;2027-11-25
CON-83;PR;Cianorte;Prefeitura Municipal;Consignet;Inativo;2022-04-29;2023-04-29
CON-82;RO;Porto Velho;Prefeitura Municipal;Fácil;Iniciando Renovação;2022-07-29;2025-08-19
CON-81;RO;Porto Velho;Instituto de Previdência;Fácil;Ativo;2022-11-18;2027-11-18
CON-80;RS;Pelotas;Prefeitura Municipal;NeoConsig;Inativo;2022-07-23;2025-07-23
CON-79;PR;Siqueira Campos;Prefeitura Municipal;Consignet;Inativo;2022-05-12;2024-05-12
CON-78;PR;Empresa Previsa de Astorga;Empresa Privada;Consignet;Ativo;2023-01-18;2028-01-18
CON-77;PR;Astorga;Prefeitura Municipal;Consignet;Inativo;2022-06-03;2025-06-03
CON-76;PR;California;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-07-27;2025-07-27
CON-75;PR;Astorga;Câmara Municipal;Consignet;Ativo;2022-10-19;2027-10-19
CON-74;PR;Itambé;Prefeitura Municipal;Consignet;Ativo;2025-02-13;1930-02-13
CON-73;RN;Boa Saúde;Instituto de Previdência;Consignet;Ativo;2023-02-17;2028-02-17
CON-72;RN;Tenente Laurentino Cruz;Prefeitura Municipal;Consignet;Ativo;2023-02-17;2028-02-17
CON-71;RN;Espirito Santo;Prefeitura Municipal;Consignet;Ativo;2023-01-13;2028-01-13
CON-70;RN;Boa Saúde;Prefeitura Municipal;Consignet;Ativo;2023-01-16;2026-01-16
CON-69;RN;Boa Saúde;Instituto de Previdência;Consignet;Ativo;2022-12-10;2026-12-10
CON-68;RO;Candeias do Jamari;Prefeitura Municipal;Consignet;Ativo;2022-10-17;2027-10-17
CON-67;RO;Cujubim;Instituto de Previdência;Consignet;Ativo;2023-04-19;2027-04-19
CON-66;RO;Presidente Médici;Prefeitura Municipal;Consignet;Ativo;2023-03-24;2027-03-24
CON-65;RO;Ouro Preto do Oeste;Prefeitura Municipal;Consignet;Ativo;2024-11-28;2029-11-27
CON-64;RO;Assembleia Legislativa de Rondônia;Assembléia;Consignet;Ativo;2023-02-22;2027-02-22
CON-63;RO;Espigão do Oeste;Prefeitura Municipal;Consignet;Ativo;2022-12-15;2027-12-15
CON-62;RS;Xangri-lá;Prefeitura Municipal;Consignet;Ativo;2023-05-28;2027-05-28
CON-61;RS;Terra de Areia;Prefeitura Municipal;Consignet;Ativo;2024-11-18;2025-11-18
CON-60;SC;Campo Alegre;Prefeitura Municipal;Consignet;Ativo;2022-11-17;2025-11-17
CON-59;SC;Brusque;Instituto de Previdência;Consignet;Ativo;2023-06-02;2026-06-02
CON-58;SC;Brusque;Prefeitura Municipal;Consignet;Ativo;2023-02-07;2026-02-07
CON-57;SC;Governador Celso Ramos;Prefeitura Municipal;Consignet;Ativo;2022-06-17;2026-06-17
CON-56;SC;Mondaí;Prefeitura Municipal;Consignet;Ativo;2022-06-16;2026-06-16
CON-55;SC;Porto União;Prefeitura Municipal;Consignet;Ativo;2022-07-27;2026-07-27
CON-54;SC;Itaiópolis;Prefeitura Municipal;Consignet;Ativo;2022-08-27;2026-08-27
CON-53;SC;Balneário Barra do Sul;Prefeitura Municipal;Consignet;Inativo;2022-08-01;2024-08-01
CON-52;SC;Guaramirim;Prefeitura Municipal;Consignet;Ativo;2023-01-13;2027-01-13
CON-51;SC;Dionísio Cerqueira;Prefeitura Municipal;Consignet;Ativo;2022-07-17;2027-07-17
CON-50;SC;Penha;Prefeitura Municipal;Consignet;Inativo;2019-10-25;2024-10-25
CON-49;SC;Braço do Trombudo;Prefeitura Municipal;Consignet;Ativo;2022-10-10;2027-10-10
CON-48;SC;Trombudo Central;Prefeitura Municipal;Consignet;Ativo;2022-10-21;2027-10-21
CON-47;SC;Pouso Redondo;Prefeitura Municipal;Consignet;Ativo;2022-10-24;2027-10-24
CON-46;SC;Presidente Getúlio;Prefeitura Municipal;Consignet;Ativo;2022-11-21;2027-11-21
CON-45;SC;Campo Erê;Prefeitura Municipal;Consignet;Ativo;2023-02-02;2028-02-02
CON-44;SC;São Bento do Sul;Prefeitura Municipal;Consignet;Ativo;2023-01-04;2027-01-04
CON-43;SC;São Bento do Sul;Instituto de Previdência;Consignet;Inativo;2023-02-09;2025-02-12
CON-42;SC;Agronômica;Prefeitura Municipal;Consignet;Ativo;2023-02-09;2028-02-09
CON-41;SC;Balneário Camboriú;Prefeitura Municipal;Consignet;Inativo;2022-08-01;2024-08-01
CON-40;SC;São Francisco do Sul;Prefeitura Municipal;Consignet;Inativo;2019-07-22;2024-07-22
CON-39;SC;São João do Itaperiú;Prefeitura Municipal;Consignet;Ativo;2022-09-09;2027-09-09
CON-38;SP;Viradouro;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-06-18;2025-06-18
CON-37;SP;Fundação FEAPA;Empresa Privada;Consignet;Inativo;2022-11-25;2023-11-25
CON-36;SP;Guaraci;Prefeitura Municipal;Consignet;Ativo;2022-04-19;2027-10-02
CON-35;SP;Jacareí;Prefeitura Municipal;Consignet;Inativo;2022-11-24;2025-02-02
CON-34;SP;Santa Casa de Cerqueira Cesar;Empresa Privada;Consignet;Ativo;2022-09-20;2027-09-20
CON-33;SP;Capão Bonito;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-07-01;2025-07-01
CON-32;SP;Riversul;Prefeitura Municipal;Consignet;Iniciando Renovação;2022-06-22;2025-06-22
CON-31;SP;Porto Ferreira;Prefeitura Municipal;Consignet;Inativo;2022-11-12;2024-11-12
CON-30;RS;Fundo de Pensão e Aposentadoria do Servidor - Bagé;Instituto de Previdência;ASBAN;Ativo;2022-12-18;2025-12-18
CON-29;RS;Cachoeirinha;Instituto de Previdência;ASBAN;Inativo;2022-06-26;2024-10-30
CON-28;SC;Mafra;Prefeitura Municipal;Safe Consig;Ativo;2025-01-16;2026-01-15
CON-27;SC;Blumenau;Instituto de Previdência;Quantum;Inativo;2022-09-04;2023-09-04
CON-25;SC;Tribunal Regional do Trabalho da 12ª Região - TRT 12;Tribunal;Unitedtech;Ativo;2024-07-07;2026-03-06
CON-24;SC;Bom Jardim da Serra;Prefeitura Municipal;ConsigLog;Ativo;2022-10-08;2025-10-08
CON-23;SC;São João Batista;Prefeitura Municipal;ConsigLog;Inativo;2022-05-18;2023-07-17
CON-22;RN;Areia Branca;Prefeitura Municipal;Fácil;Inativo;2022-10-28;2024-10-28
CON-21;SE;Boquim;Prefeitura Municipal;Green Consig;Inativo;2022-10-05;2024-10-03
CON-20;SP;Instituto de Previdência Santos;Instituto de Previdência;ConsigLog;Ativo;2023-04-11;2027-04-11
CON-19;SP;Agudos;Prefeitura Municipal;VilleFort;Inativo;2022-12-26;2023-12-26
CON-18;SP;Francisco Morato;Prefeitura Municipal;ConsigLog;Ativo;2023-01-09;2028-01-09
CON-17;SP;Ribeirão Pires;Prefeitura Municipal;SP Consig;Inativo;2022-09-02;2023-09-02
CON-16;SP;Araras;Prefeitura Municipal;Fasitec;Inativo;2024-04-19;2025-05-19
CON-15;SP;Vera Cruz;Prefeitura Municipal;ConsigLog;Inativo;2023-01-06;2024-01-06
CON-14;SP;EMDURB - Empresa Municipal de Desenvolvimento Urbano e Rural de Bauru;Autarquia;Montreal;Inativo;2023-06-23;2025-02-06
CON-13;PE;Cabo de Santo Agostinho;Prefeitura Municipal;DB1;Inativo;2023-06-23;2024-03-31
CON-12;BA;Eunápolis;Prefeitura Municipal;Consignet;Inativo;2023-06-27;2024-08-08
CON-11;GO;Instituto Municipal de Previdência Social dos Servidores Mineiros;Instituto de Previdência;Digital Consig;Inativo;2023-06-23;2025-05-24
CON-10;SP;Caixa de Assistência ao Servidor Público Municipal de Santos - CAPEP-SAÚDE;Outros;ConsigLog;Ativo;2023-06-20;2027-06-20
CON-9;SP;Ribeirão Preto;Prefeitura Municipal;Quantum;Ativo;2025-07-18;2026-01-17
CON-8;AL;Instituto de Previdência Social do Município de Olho D'Água das Flores;Instituto de Previdência;Fasitec;Ativo;2023-06-22;2028-06-22
CON-7;AL;Jundiá;Prefeitura Municipal;Fasitec;Ativo;2023-06-19;2028-06-19
CON-5;SP;Louveira;Prefeitura Municipal;RF1 Participações;Ativo;2022-12-09;2025-11-26
CON-4;SP;Bauru;Instituição Financeira;DB1;Inativo;2022-08-16;2023-08-16
